"peak","gene","score"
"chr19-49567813-49568678","IRF3",0.0559328607230152
"chr6-45084057-45084898","SUPT3H",0.0559316806276547
"chr19-1192052-1192962","CNN2",0.0559299828881476
"chr12-113421813-113422702","TPCN1",0.0559284482662546
"chr20-50297246-50298073","CEBPB",0.0559239187190475
"chr1-156154014-156154916","MEF2D",0.055923001560219
"chr10-119535691-119536543","RGS10",0.0559220035396025
"chr3-19542872-19543714","KCNH8",0.0559119685234218
"chr8-127973701-127974588","PVT1",0.0559117373214722
"chr11-65424882-65425686","CCDC85B",0.0559070749144179
"chr19-46730966-46731745","PTGIR",0.05590214983919
"chr5-137622546-137623417","SPOCK1",0.0559005644200391
"chr14-100677439-100678225","MEG3",0.0558914647510597
"chr14-95395944-95396834","TCL1B",0.055890060908139
"chr16-31113560-31114030","PYCARD",0.0558896462992604
"chr13-95620901-95621810","CLDN10",0.0558856630009123
"chr1-1032767-1033637","LINC01342",0.0558851510269885
"chr13-36344997-36345676","CCDC169",0.0558820071719839
"chr2-218377827-218378716","CYP27A1",0.0558790953813264
"chr3-105836591-105836917","CBLB",0.0558783680589409
"chr9-120915800-120916676","TRAF1",0.0558769125726377
"chr6-42401973-42402853","PRPH2",0.0558748474759734
"chr14-95327648-95328465","TCL1B",0.0558739106024881
"chr1-2255381-2256366","SKI",0.0558737766367277
"chr2-111678944-111679733","MIR4435-2HG",0.0558737183468087
"chr6-41504969-41505865","TFEB",0.0558691517681315
"chr9-36123269-36124115","GLIPR2",0.0558674715363651
"chr18-59358906-59359760","LMAN1",0.0558626370579479
"chr10-102227047-102227745","TRIM8",0.0558601924102561
"chr15-22786122-22787038","NIPA1",0.0558582520812912
"chr20-47439960-47440676","NCOA3",0.055852792834763
"chr15-78403493-78404362","CHRNB4",0.0558502428997964
"chr6-109236955-109237705","SESN1",0.0558461628600466
"chr7-102441413-102442303","ALKBH4",0.0558443886975471
"chr2-174023771-174024659","CIR1",0.0558432349456389
"chr1-161643530-161644335","FCGR3A",0.0558385509487467
"chr6-106141451-106142341","PRDM1",0.0558376363583034
"chr12-106955308-106956216","CRY1",0.0558322803021604
"chr21-43854863-43855760","PDXK",0.0558291526091303
"chr9-68356353-68357272","PIP5K1B",0.0558257211645076
"chr1-159899766-159900657","COPA",0.0558237492724287
"chr5-40436264-40437059","RPL37",0.0558222154393242
"chr20-49583269-49584171","ZNFX1",0.0558208514981182
"chr16-31253393-31254295","PYCARD",0.05581792362847
"chr7-128940266-128941124","TSPAN33",0.0558118271673511
"chr17-75095899-75096801","TMEM104",0.0558109268456507
"chr7-98131529-98132461","LMTK2",0.0558107593558639
"chr2-27391198-27391972","OST4",0.0558049687111086
"chr20-35769021-35769747","RBM39",0.0558045516035422
"chr17-75270844-75271721","SUMO2",0.055804125261023
"chr1-45483173-45484084","LINC01144",0.0558006338708203
"chr2-106137783-106138626","UXS1",0.055797178021796
"chr8-11878485-11879118","CTSB",0.0557874800844126
"chr14-99353964-99354930","EML1",0.055786292578333
"chr6-30541337-30542140","HLA-E",0.0557860861323637
"chr20-4160663-4161496","RNF24",0.0557839554726165
"chr19-19817056-19817969","ZNF14",0.0557684603613217
"chr7-150603301-150604170","GIMAP1",0.0557681267267399
"chr1-993223-994157","HES4",0.05576740468553
"chr4-177399906-177400856","NEIL3",0.0557649477661961
"chr16-2905259-2906196","ATP6V0C",0.0557601917252284
"chr1-64499737-64500601","CACHD1",0.0557586656764463
"chr10-31930054-31930924","EPC1",0.0557584546122609
"chr19-14369514-14370218","DNAJB1",0.0557579465089063
"chr4-183469150-183469920","TRAPPC11",0.0557540355220424
"chr9-112890449-112891321","SNX30",0.055753553729807
"chr1-111214402-111215145","DENND2D",0.0557525992106643
"chr14-20918965-20919880","RNASE2",0.0557522609548826
"chr2-135657800-135658697","ZRANB3",0.0557468732851534
"chr13-76874222-76875130","ACOD1",0.055745768298691
"chr12-124519101-124519983","NCOR2",0.0557441105517897
"chr21-33948371-33949117","SON",0.0557419075759723
"chr19-13102627-13103502","MAN2B1",0.0557386941693182
"chr15-39624605-39625454","SRP14",0.055733677989928
"chr9-68555444-68556296","PGM5",0.0557319209459539
"chr19-54222506-54223423","MBOAT7",0.0557287217214622
"chrX-15438157-15438977","BMX",0.0557278619827038
"chr20-34680355-34681258","TRPC4AP",0.055727600070335
"chr6-4693378-4694315","PPP1R3G",0.0557269921184903
"chr17-1870327-1871105","SMG6",0.0557230644936898
"chr12-51912032-51912890","NR4A1",0.0557199706605116
"chr2-202666234-202667082","FAM117B",0.0557185242456307
"chr7-150483809-150484628","GIMAP5",0.0557181189521248
"chr2-218370283-218371165","ARPC2",0.0557168367194052
"chr17-44077286-44078147","GRN",0.0557164994643199
"chr2-105795805-105796576","UXS1",0.0557156144884925
"chr17-7557971-7558686","CLEC10A",0.0557150508564526
"chr17-74528274-74529187","TMEM104",0.0557135152816672
"chr5-138792048-138792886","REEP2",0.0557132041553137
"chr1-27275446-27276304","IFI6",0.0557088137646066
"chr15-65868917-65869848","DENND4A",0.0557084247276198
"chr18-77127975-77128859","MBP",0.0557058744069824
"chr19-51735763-51736673","SIGLEC14",0.0557029193345997
"chr17-42706489-42707391","CCR10",0.0557027834730661
"chrX-71637908-71638668","CXCR3",0.055702537730627
"chr6-159080022-159080870","EZR",0.0556983226167251
"chr19-19601946-19602819","ZNF101",0.0556958644210261
"chr17-78198678-78199600","AFMID",0.0556947571997616
"chr18-58781386-58782251","ZNF532",0.0556945153789268
"chr13-99265581-99266468","GPR183",0.0556891758553233
"chr6-156635936-156636811","ARID1B",0.0556891615340127
"chr1-204418199-204419026","PIK3C2B",0.0556868489034092
"chr6-45488623-45489536","RUNX2",0.0556845875948009
"chr1-26259389-26260210","UBXN11",0.0556798534673388
"chr1-30780528-30781156","LAPTM5",0.0556715515204197
"chr12-116819083-116819975","FBXO21",0.055671518453
"chr2-27016617-27017537","DPYSL5",0.055671218800094
"chr16-72008224-72009123","PHLPP2",0.0556693584094185
"chr20-3710722-3711663","RNF24",0.0556650385052325
"chr12-104974373-104975273","SLC41A2",0.0556631789838392
"chr6-122712787-122713612","SMPDL3A",0.0556582612135864
"chr6-158717162-158718004","TMEM181",0.0556549031736298
"chr20-44583838-44584699","PKIG",0.0556504210815821
"chr12-12503206-12503784","DUSP16",0.0556447983357965
"chr16-1938079-1938956","CLCN7",0.055642176501555
"chr6-13432448-13433187","GFOD1",0.0556420843490625
"chr12-52213224-52214126","NR4A1",0.0556415595828209
"chr19-4302650-4303246","TMIGD2",0.0556402088024145
"chr13-23979861-23980628","MIPEP",0.0556400758023447
"chr4-107824505-107825371","PAPSS1",0.055639242176248
"chr17-7836634-7837391","TNFSF13",0.0556382089074451
"chr7-2307477-2308356","AMZ1",0.0556345840830745
"chr12-121793883-121794709","LINC01089",0.0556335689552665
"chr1-184380235-184381100","COLGALT2",0.0556327395728501
"chr3-138367563-138368414","PIK3CB",0.0556297603816199
"chr19-38684157-38684900","ACTN4",0.0556271687073103
"chr19-10809472-10810327","LDLR",0.0556269541838602
"chrX-123859604-123860478","STAG2",0.0556261617809472
"chr17-7130475-7131409","EIF4A1",0.0556241169604892
"chr2-8598001-8598912","KIDINS220",0.0556226498386759
"chr11-503103-503959","RNH1",0.0556202958771448
"chr4-147683731-147684643","PRMT9",0.055617309722939
"chr2-38666831-38667712","SOS1",0.0556122402946176
"chr1-67335869-67336495","IL12RB2",0.0556115033823829
"chr17-21113032-21113714","MAP2K3",0.0556099107313021
"chr10-944201-945096","WDR37",0.0556019031600378
"chr17-39238285-39239145","PLXDC1",0.0555985266713495
"chr20-326858-327757","SOX12",0.0555944392716577
"chr19-7268132-7269013","MCOLN1",0.0555915986695307
"chr15-67061886-67062545","LINC01169",0.0555899212845995
"chr13-24253986-24254913","SPATA13",0.0555872391924435
"chr3-56724985-56725853","CCDC66",0.0555853958764361
"chr5-150478246-150478914","TCOF1",0.0555762813145635
"chr16-1559163-1560009","IFT140",0.0555760863004047
"chr11-68121092-68121985","UNC93B1",0.0555739583580748
"chr1-2049872-2050768","SLC35E2B",0.0555722489300781
"chr12-67630455-67631330","DYRK2",0.0555603262601929
"chr11-73269738-73270625","RELT",0.0555591322905536
"chr1-161083173-161084092","TOMM40L",0.0555573486087654
"chr8-144465402-144466278","ZNF251",0.0555555564404948
"chr2-65017885-65018724","AFTPH",0.055548416754878
"chr19-38686282-38687132","MAP4K1",0.0555478704189455
"chr12-6899610-6900495","PTPN6",0.0555465928092122
"chr10-72326438-72327349","ASCC1",0.0555411409649815
"chr16-11783267-11784126","GSPT1",0.055540088779413
"chr3-12187546-12188378","RAF1",0.0555395549695038
"chr4-74444691-74445551","AREG",0.0555351151454382
"chr19-48746705-48747604","PPP1R15A",0.0555326851102982
"chr16-425115-426057","AXIN1",0.0555298174834369
"chr11-33930170-33931010","ABTB2",0.0555256759660923
"chr15-68631298-68632214","ITGA11",0.0555208624962323
"chr13-49641634-49642484","CDADC1",0.0555188919708257
"chr22-41939818-41940699","SREBF2",0.0555177092247905
"chrX-136630587-136631511","CD40LG",0.0555133716050239
"chr7-77905967-77906858","PHTF2",0.0555131740225115
"chr7-134864891-134865818","CALD1",0.0555122480326058
"chr12-110647406-110648321","CUX2",0.0555095541583896
"chr14-24670383-24671265","GZMB",0.05550659625039
"chr12-132908217-132909098","ZNF84",0.0555053793878189
"chr19-7527355-7528196","STXBP2",0.055504750942455
"chr7-31668543-31669447","PPP1R17",0.0555044645247762
"chr11-73388414-73389280","RELT",0.0555029156980144
"chr11-95152879-95153727","SESN3",0.0555027059646055
"chr2-168194745-168195604","STK39",0.0554947966851072
"chr16-88407564-88408458","CYBA",0.0554915549324795
"chr12-104957971-104958887","C12orf75",0.0554908974836325
"chr3-169931829-169932707","PHC3",0.0554853761153461
"chr15-58521209-58522111","AQP9",0.055484520470475
"chr22-44667946-44668764","ARHGAP8",0.0554746843221064
"chr7-2258750-2259642","SNX8",0.0554745892746447
"chr9-33159177-33159562","B4GALT1",0.0554692134515608
"chr3-4751295-4752096","SUMF1",0.0554671612734427
"chr10-133258951-133259866","TUBGCP2",0.0554655902972209
"chr10-128187288-128188179","LINC01163",0.0554642843293287
"chr19-51136872-51137708","SIGLEC9",0.0554624117856484
"chr2-101150994-101151837","RNF149",0.0554614351212897
"chr7-101538473-101539356","COL26A1",0.0554543885893033
"chr2-212776717-212777618","IKZF2",0.0554538738653727
"chr17-74531012-74531563","CD300LF",0.0554534038374614
"chr6-156396171-156396959","ARID1B",0.0554518848387685
"chr11-100680816-100681707","ARHGAP42",0.0554508965237036
"chr12-9027114-9027893","LINC00612",0.055448788956817
"chr15-69131397-69132289","GLCE",0.0554485817709544
"chr3-129599332-129600209","PLXND1",0.0554476388579554
"chr16-87761940-87762834","KLHDC4",0.0554472922271324
"chr17-74730350-74731237","CD300A",0.0554433757680364
"chr7-102121741-102122613","SH2B2",0.05544260953274
"chr20-63900147-63901018","DNAJC5",0.0554404119024785
"chr1-22275595-22276453","WNT4",0.0554394802518658
"chr1-186849396-186850189","PTGS2",0.0554348744309449
"chr5-141681783-141682613","DIAPH1",0.0554319653706797
"chr19-23758468-23759320","ZNF254",0.0554279864961778
"chr15-90839391-90840188","IQGAP1",0.0554269202025079
"chr7-151013394-151014276","ATG9B",0.0554260962940856
"chr5-140564149-140565077","ANKHD1",0.0554234839592478
"chr7-151650858-151651672","SMARCD3",0.0554214918183692
"chrX-73850859-73851767","XIST",0.0554200436791473
"chr1-15245683-15246489","PLEKHM2",0.0554192841903696
"chr1-148388425-148389300","LINC01138",0.0554189332630927
"chr14-70661140-70662026","TTC9",0.055418773301662
"chr2-113219702-113220597","IL1B",0.0554187055178072
"chr11-1077767-1078545","CRACR2B",0.05541857656788
"chrX-46912829-46913382","JADE3",0.0554151034914274
"chr16-11742437-11743303","SNX29",0.0554110549408364
"chr19-16802093-16802990","CPAMD8",0.0554091472917659
"chr17-39852168-39853072","CDC6",0.0554000136434975
"chr17-27217373-27218191","LGALS9",0.0553887257438667
"chr9-114004038-114004911","ZNF618",0.0553875444106748
"chr22-28443496-28444140","TTC28",0.0553868621891263
"chr5-912203-913097","ZDHHC11B",0.0553860461114576
"chr1-30824043-30824919","LAPTM5",0.0553849268527589
"chr7-75876152-75877057","POR",0.0553833454157149
"chr17-74514032-74514945","CD300A",0.0553832121890551
"chr1-112873902-112874742","PPM1J",0.0553792730700992
"chr1-155990060-155990435","LMNA",0.0553785397228728
"chr5-56005971-56006834","ANKRD55",0.0553783962758373
"chr2-101716898-101717764","MAP4K4",0.0553775265898794
"chr11-46341985-46342874","CREB3L1",0.0553750472413266
"chr19-50658902-50659620","SHANK1",0.0553727581950058
"chr4-52750986-52751752","ERVMER34-1",0.0553680432579101
"chr1-67322720-67323524","IL12RB2",0.0553671779741049
"chr21-38384507-38385228","ERG",0.0553626571872174
"chr1-93847186-93848005","GCLM",0.0553576273343787
"chr6-106149249-106150129","PRDM1",0.0553572265915959
"chr19-53979862-53980724","LILRB2",0.0553565084128984
"chr16-89357079-89357854","CBFA2T3",0.0553562841450105
"chr14-24678638-24679510","GZMH",0.0553540670972313
"chr2-8324102-8325011","U91324.1",0.0553498343757539
"chr12-4506600-4507504","CCND2",0.0553494070723878
"chr11-47392811-47393686","CELF1",0.0553490471020869
"chr22-23242818-23243723","BCR",0.0553481196059537
"chr3-15345346-15346254","SH3BP5",0.0553450926349235
"chr1-158247888-158248711","CD1C",0.0553448354331629
"chr2-102104099-102104963","IL1R1",0.0553447399473236
"chr10-12348918-12349781","CDC123",0.0553427628704161
"chr1-35799992-35800916","AGO3",0.0553424762925888
"chr3-197031181-197032080","NRROS",0.0553414287672343
"chr6-33080505-33081227","HLA-DMB",0.0553380435595401
"chr19-48860051-48860731","PPP1R15A",0.055337650070368
"chr1-155101962-155102871","ADAR",0.0553369928126563
"chr15-50573590-50574423","SPPL2A",0.0553314854830724
"chr5-140321549-140322438","HBEGF",0.055330239704599
"chr16-11535881-11536770","LITAF",0.0553297460789825
"chr4-102586425-102587265","NFKB1",0.0553280929867327
"chr2-216633137-216634016","IGFBP2",0.0553277289413201
"chr19-3852399-3853308","CREB3L3",0.0553244397354596
"chr20-35741968-35742842","CEP250",0.0553227198519785
"chr5-141958438-141959232","DIAPH1",0.0553172787507821
"chr15-23565427-23565873","MKRN3",0.0553160633036696
"chr19-51141849-51142739","CD33",0.0553131383713584
"chr4-68271626-68272475","TMPRSS11E",0.0553120080267186
"chr15-63122179-63122630","RAB8B",0.0553110533160657
"chr6-47375087-47375936","TNFRSF21",0.0553097657397576
"chr8-8375136-8375968","CLDN23",0.0553097254209526
"chr11-114439034-114439890","REXO2",0.0553080060014368
"chr5-132298107-132298966","SLC22A4",0.0553064775042296
"chr9-133788865-133789665","VAV2",0.0553064595236632
"chr12-101877051-101877943","CHPT1",0.0553049831895161
"chr10-17854005-17854925","ST8SIA6",0.0553048026884782
"chr15-40847057-40847960","CHP1",0.0553033528154376
"chr12-124379974-124380853","NCOR2",0.0553021651575864
"chr21-33265720-33266614","IFNAR2",0.055296967317275
"chr4-89331494-89332403","FAM13A",0.0552965676359806
"chr12-10395144-10396052","KLRC4",0.0552953086712283
"chr13-108342371-108343295","MYO16",0.0552937309600519
"chr22-30260885-30261761","DUSP18",0.0552912761362425
"chr1-226122504-226123251","ACBD3",0.0552909084704241
"chr7-151206769-151207615","WDR86",0.0552901849628475
"chr9-37370857-37371704","EBLN3P",0.0552843523149037
"chr20-63686404-63687308","RGS19",0.0552839067549538
"chr12-10671953-10672886","STYK1",0.055283708302958
"chr14-76768052-76768969","TMEM63C",0.0552783425322518
"chr1-159441212-159442045","FCER1A",0.0552769349251223
"chr19-49473799-49474727","IRF3",0.0552756066012123
"chr19-19598591-19599402","ZNF506",0.0552736880753492
"chr12-12465857-12466739","APOLD1",0.0552714598413215
"chr10-96719846-96720137","PIK3AP1",0.0552691100215592
"chr17-63993384-63994243","ERN1",0.0552676730177628
"chr14-95703966-95704884","TCL6",0.0552659560092189
"chr17-75518018-75518889","LLGL2",0.0552633903553814
"chr17-56629570-56630451","NOG",0.0552631985265558
"chr6-111753301-111754147","FYN",0.0552631098074902
"chr19-43725215-43726119","KCNN4",0.0552554457680786
"chr10-86872632-86873502","GLUD1",0.0552553592691921
"chr19-55703525-55704350","NLRP4",0.0552549705486309
"chr8-28077470-28078259","NUGGC",0.0552528487063754
"chr2-8277640-8278504","LINC00298",0.0552468363802398
"chr17-75864306-75865146","LLGL2",0.0552418556256116
"chr1-236159713-236160548","GPR137B",0.0552397074278053
"chr5-150429281-150430191","TCOF1",0.0552383520978833
"chr5-173581504-173582280","LINC01485",0.0552372480885325
"chr8-673287-674137","ERICH1",0.0552370830871642
"chr1-68232132-68232985","WLS",0.0552361469064537
"chr2-64276993-64277898","VPS54",0.0552332286296982
"chr13-42392861-42393680","DGKH",0.0552317740647523
"chr21-37244563-37245415","TTC3",0.0552239758433517
"chr1-2246406-2247117","NADK",0.0552211522482214
"chr3-194879274-194880130","ATP13A3",0.0552186252939492
"chr3-71269771-71270575","FOXP1",0.0552160006208682
"chrX-1336091-1336933","IL3RA",0.0552141381495711
"chr17-78759017-78759888","LGALS3BP",0.0552139670655291
"chr1-160470971-160471846","LY9",0.0552090855191459
"chr17-75095899-75096801","MYO15B",0.0552073037191228
"chr2-126762030-126762859","GYPC",0.0552065102103611
"chr14-91413299-91414125","CCDC88C",0.055202459606662
"chr6-112285802-112286691","FYN",0.0552016084070405
"chr5-139392302-139393229","MZB1",0.0552000801609413
"chr17-49715559-49716294","FAM117A",0.0551975720983614
"chr7-30237060-30237982","SCRN1",0.0551969658292651
"chr3-185912791-185913534","TRA2B",0.0551967369795006
"chr3-12287621-12288390","PPARG",0.0551943775349899
"chr19-51430834-51431714","SIGLEC14",0.0551910026509953
"chr17-74528274-74529187","CD300C",0.0551875521137243
"chr21-46559158-46560084","S100B",0.0551871424931377
"chr8-144003061-144003940","GRINA",0.0551853016240988
"chr19-18002423-18003182","IFI30",0.0551836949445122
"chr17-7466426-7467317","TNFSF13",0.055180521475103
"chrX-79133642-79134549","P2RY10",0.0551782912710274
"chr6-137927644-137928440","TNFAIP3",0.0551763685137918
"chr9-129343595-129344475","LINC00963",0.0551753813269714
"chr17-75737865-75738764","ACOX1",0.0551752562734037
"chr1-247857081-247858013","NLRP3",0.055165777323346
"chr19-40144038-40144690","ZNF780B",0.0551589458230159
"chr17-32522949-32523770","MYO1D",0.0551581454439235
"chr3-58401536-58402510","PXK",0.0551567800470508
"chr2-230204756-230205666","SP110",0.0551547725317928
"chr17-76199187-76200073","UBALD2",0.0551535681410448
"chr5-78732380-78733262","LHFPL2",0.0551531460819553
"chr17-76957959-76958794","RHBDF2",0.0551470925816634
"chr20-34414784-34415591","ASIP",0.0551447826366283
"chr14-24609490-24610348","PSME1",0.0551426971303298
"chr16-87865767-87866583","SLC7A5",0.0551412838210833
"chr16-1705664-1706568","MRPS34",0.0551389851763879
"chr11-73281255-73281813","ARAP1",0.0551378812925816
"chr1-223198342-223199172","TLR5",0.0551303864940488
"chr15-50067368-50068061","ATP8B4",0.0551291731139783
"chr20-8394089-8394995","TMX4",0.0551288781425921
"chr5-150208864-150209775","CSF1R",0.0551287562006071
"chr13-24251212-24252084","MIPEP",0.0551285960468409
"chr3-128316207-128317107","EEFSEC",0.0551282176509523
"chr1-17098160-17098945","CROCC",0.0551277600180132
"chr11-60366786-60367670","MS4A6E",0.0551272738078463
"chr19-1252741-1253467","STK11",0.0551246520291281
"chr4-139453395-139454275","NAA15",0.0551240261850668
"chr3-48088609-48089537","MAP4",0.0551225060866765
"chr2-217851036-217851861","GPBAR1",0.0551223490995042
"chr12-15688016-15688840","DERA",0.055122175469676
"chr1-228778688-228779573","RHOU",0.0551191628103201
"chr7-2529057-2529689","GNA12",0.0551189660644128
"chr18-32714333-32715211","KLHL14",0.0551174972075566
"chr7-20217013-20217926","MACC1",0.0551173880873655
"chr13-46594935-46595739","LRCH1",0.0551142685067236
"chr7-129072324-129073191","IRF5",0.055109735972857
"chr18-58945941-58946844","ZNF532",0.0551083044976236
"chr15-69666659-69667382","DRAIC",0.0551074550464943
"chr16-88936323-88937197","CBFA2T3",0.0551029615810021
"chr5-133241177-133241800","AFF4",0.0551020596714795
"chr17-7130475-7131409","ASGR1",0.0550993263459344
"chr19-54973289-54974171","NCR1",0.0550990527212584
"chr11-14336817-14337670","RRAS2",0.055095030190405
"chr1-36400724-36401618","STK40",0.0550944554468001
"chr14-75559577-75560349","LINC01220",0.0550942993058583
"chr4-108078029-108078764","LEF1-AS1",0.0550915841798026
"chr12-6899610-6900495","CD4",0.0550895302588862
"chr7-88321929-88322795","STEAP4",0.0550894260955794
"chr6-149468709-149469349","ZC3H12D",0.0550876380214066
"chr22-39915011-39915710","ADSL",0.0550856134384485
"chr21-33067202-33068106","IFNGR2",0.0550848656639841
"chr19-13147214-13147731","IER2",0.055082264796221
"chr12-108724240-108724994","DAO",0.0550750560998381
"chr8-39943535-39944422","IDO2",0.0550732145079685
"chr10-132931323-132932128","KNDC1",0.0550727116872235
"chr15-64136950-64137801","SNX22",0.0550693518107943
"chr4-74370655-74371487","EREG",0.0550689273979759
"chr3-122052708-122053591","EAF2",0.0550670024078582
"chr13-113069785-113070624","GRTP1",0.0550667716360855
"chr22-46536997-46537864","CELSR1",0.0550658255310132
"chr2-197198621-197199529","SF3B1",0.0550657530225951
"chr11-67449163-67450094","ANKRD13D",0.0550654960140196
"chr17-82241339-82242209","MAFG",0.0550608146571624
"chr19-54606852-54607436","LILRA2",0.055058998718409
"chr9-112894436-112895183","SLC46A2",0.0550587626194547
"chr1-116537358-116538127","CD58",0.055056561173737
"chr17-7122334-7123071","ASGR1",0.0550552393094451
"chr3-71415387-71416234","FOXP1",0.0550532807537796
"chr1-158176158-158176912","FCRL3",0.0550531623295522
"chr17-74531012-74531563","CD300LB",0.0550506421841941
"chr22-39072370-39073263","MGAT3",0.0550502712844028
"chr22-36860529-36861448","CYTH4",0.0550493513406381
"chr6-30516084-30516921","HLA-E",0.0550492786185364
"chr2-61854186-61854946","XPO1",0.0550471166837034
"chr1-15434485-15435380","TMEM51",0.0550465959146913
"chr10-28402361-28403274","WAC",0.0550450947283331
"chr17-58083020-58083760","HSF5",0.0550448140494909
"chr22-37271051-37271914","CSF2RB",0.0550427338043905
"chr12-8517677-8518448","CLEC4E",0.055040041108187
"chr2-96538477-96539337","DUSP2",0.0550398354640616
"chr4-24912487-24913366","CCDC149",0.0550382105408217
"chr12-32138921-32139643","BICD1",0.0550370784723034
"chr1-161121575-161122433","USF1",0.0550360402189554
"chr6-32622700-32623505","PSMB8",0.0550351702614393
"chr19-54164380-54165294","MYADM",0.0550351227984401
"chr22-22651150-22651881","RAB36",0.0550334261253295
"chr19-51139305-51140042","SIGLEC7",0.0550251384008729
"chr13-45464461-45465322","TPT1-AS1",0.0550213302820988
"chr20-20367285-20368097","RIN2",0.0550203036062453
"chr20-63873173-63874060","RGS19",0.055019184546775
"chr19-29672784-29673665","PLEKHF1",0.0550181336820863
"chr12-66163052-66163927","HMGA2",0.0550171410302653
"chr2-32264474-32265369","SPAST",0.0550164658317432
"chr9-136521262-136522092","NACC2",0.0550159124996258
"chr12-112125057-112125932","TMEM116",0.055015535423784
"chr1-91804520-91805209","RPAP2",0.0550151133745107
"chr3-57068276-57069181","APPL1",0.0550141800331851
"chr1-155135372-155136268","ASH1L",0.0550101689078051
"chr8-100900087-100900903","PABPC1",0.0550080488429293
"chr7-1961610-1962508","CHST12",0.0550073252126263
"chr15-50107377-50108267","USP8",0.055007050727702
"chr22-42397086-42397932","NAGA",0.055000626150233
"chr6-111747040-111747891","FYN",0.0549907038510827
"chr12-10700989-10701841","KLRD1",0.0549888585405911
"chr1-161506385-161507253","ATF6",0.054986973723635
"chr13-27266770-27267389","RASL11A",0.0549858421191541
"chr2-8583364-8584265","ID2",0.0549854885947288
"chr16-1469497-1470332","CLCN7",0.0549848189562242
"chr19-45442612-45443375","VASP",0.0549844865358867
"chr21-34888503-34888977","KCNE1",0.0549836789598172
"chr19-54707741-54708605","LAIR2",0.0549803360290021
"chr22-23857335-23858239","VPREB3",0.0549778757241928
"chr11-326705-327597","RNH1",0.0549722217570034
"chr6-107489705-107490584","SOBP",0.0549682489833331
"chr12-57148529-57149371","STAT6",0.0549631648591709
"chr15-59412675-59413577","FAM81A",0.0549513355985312
"chr16-89821335-89822179","TCF25",0.0549497897485147
"chr10-69507531-69508412","HKDC1",0.0549469835711601
"chr10-17227992-17228772","VIM",0.0549416122470915
"chr1-89610418-89611188","LRRC8C",0.0549404558528734
"chr16-89873692-89874491","SPATA2L",0.0549318880386769
"chr11-73973708-73974597","PGM2L1",0.054931222511645
"chr14-64445225-64446055","ESR2",0.0549301995270594
"chr16-58499595-58500452","NDRG4",0.0549288656549869
"chr17-82217554-82218300","CSNK1D",0.0549277020070089
"chr6-131107852-131108690","EPB41L2",0.0549265849710426
"chr10-69425550-69426467","HKDC1",0.0549197503637681
"chr7-140252606-140253491","HIPK2",0.0549196664996847
"chr6-32943981-32944807","HLA-DQA2",0.0549175860167581
"chr7-111009370-111010250","LRRN3",0.0549160366714063
"chr1-172662425-172663328","FASLG",0.0549147000815916
"chr22-39299847-39300743","APOBEC3A",0.0549141479655036
"chr1-12180233-12180962","MTHFR",0.0549135082403456
"chr19-18502582-18503436","JUND",0.0549088528733801
"chr16-89064827-89065727","CBFA2T3",0.0548968965300041
"chr10-124601156-124602076","FAM53B",0.0548907293877225
"chr1-8525562-8526431","RERE",0.0548774141356347
"chr9-133769803-133770617","DBH",0.0548630884036306
"chr5-131943634-131944441","SLC22A4",0.0548621352355798
"chr1-31027852-31028752","LAPTM5",0.054860378867879
"chr20-33554700-33555593","CBFA2T2",0.0548512363150601
"chr9-84002237-84002950","SLC28A3",0.0548499863142727
"chr19-54882617-54883454","KIR3DL1",0.0548487842697197
"chr8-60724029-60724765","CHD7",0.0548477602746593
"chr3-192892834-192893706","MB21D2",0.0548384999952783
"chr3-50627235-50628118","MAPKAPK3",0.0548371192871958
"chr22-42614654-42615461","TCF20",0.0548356217721633
"chr16-72202123-72202964","AP1G1",0.0548340076244297
"chr6-158653314-158654208","TMEM181",0.0548331530310218
"chr19-667375-668252","CFD",0.0548313634903748
"chr16-85291186-85292107","ZDHHC7",0.0548310794458913
"chr1-154453155-154453933","IL6R",0.0548282393063539
"chr16-79217378-79218220","MAF",0.0548229619100456
"chr17-75872454-75873374","UBALD2",0.0548182766321164
"chr5-40441522-40442329","RPL37",0.054816250333737
"chr14-70809148-70810054","SYNJ2BP",0.0548154814125682
"chr6-26198963-26199846","BTN3A1",0.0548149520917956
"chr13-30767006-30767888","ALOX5AP",0.0548141543185007
"chr3-45856153-45856979","CCR9",0.0548082855165207
"chr8-127975382-127976239","PVT1",0.0548021703747134
"chr11-65420935-65421777","CCDC85B",0.0548013501762942
"chr19-54882617-54883454","KIR2DL1",0.0548009324226824
"chr21-33393988-33394879","IL10RB",0.0547888418758435
"chr3-46406788-46407558","CCR1",0.0547849292975618
"chr3-196287309-196288233","PIGX",0.0547823047046907
"chr8-38381966-38382748","DDHD2",0.0547813142856354
"chr10-8238813-8239678","GATA3",0.054779726956764
"chr19-44754302-44755000","RELB",0.0547789230155145
"chr19-10416295-10417200","ILF3",0.0547749877809758
"chr1-108556171-108557030","FAM102B",0.0547746855317489
"chr6-16729214-16730033","ATXN1",0.0547732617865314
"chrX-30613474-30614237","CXorf21",0.0547692624518854
"chr19-54209457-54210244","LILRA1",0.0547670893884538
"chr10-95290599-95291496","ACSM6",0.0547646209187791
"chr1-168833489-168834339","XCL2",0.054761734024064
"chr13-20712326-20713231","GJB6",0.0547581024799062
"chr12-124868991-124869850","NCOR2",0.0547556128146412
